Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2022-04-29,Friday,Weekday,246,12,3,7,10,18,1,16,3,3,0,3,0,2,2,9,12,2,9,11,7,2,5,14,6,2,4,5,5,0,1,7,10,1,14,2,9,6,8,15,2026-06-19 12:57:02
2022-04-30,Saturday,Weekend,359,3,15,1,12,18,9,2,18,2,1,10,5,17,4,2,16,7,2,14,6,8,6,15,17,12,1,14,8,11,4,13,10,1,4,25,0,32,7,7,2026-06-19 12:57:02
2022-05-01,Sunday,Weekend,539,6,4,36,5,29,5,3,0,10,70,7,5,5,10,9,29,8,8,1,60,4,1,16,10,6,8,22,2,24,16,5,6,3,15,11,8,13,52,7,2026-06-19 12:57:02
2022-05-02,Monday,Weekday,248,13,2,0,1,6,1,0,15,13,14,1,1,0,10,19,4,1,5,3,2,8,10,1,0,42,1,0,1,0,4,9,2,3,5,5,24,13,0,9,2026-06-19 12:57:02
2022-05-03,Tuesday,Weekday,196,2,18,3,18,11,1,3,25,11,0,7,2,0,2,2,8,2,10,0,2,2,2,0,1,4,2,2,2,8,15,3,2,1,15,0,4,3,2,1,2026-06-19 12:57:02
2022-05-04,Wednesday,Weekday,233,6,1,7,1,0,13,1,12,6,0,19,1,12,1,13,0,4,11,22,17,9,14,1,3,3,4,3,5,1,6,1,2,3,8,9,8,1,5,0,2026-06-19 12:57:02
2022-05-05,Thursday,Weekday,304,1,3,0,1,36,21,3,0,2,6,24,2,13,2,32,3,12,3,8,2,2,24,19,16,10,13,0,3,3,8,2,1,5,13,3,2,2,1,3,2026-06-19 12:57:02
2022-05-06,Friday,Weekday,423,15,12,14,5,35,1,9,24,3,3,30,4,15,0,15,6,0,10,3,8,0,3,6,3,28,0,12,3,4,32,1,36,1,15,11,36,10,9,1,2026-06-19 12:57:02
2022-05-07,Saturday,Weekend,504,1,27,5,5,27,5,30,15,8,33,0,4,6,2,14,28,6,5,38,6,7,5,25,11,17,17,5,7,21,5,13,27,8,11,20,28,7,0,5,2026-06-19 12:57:02
2022-05-08,Sunday,Weekend,589,14,7,24,6,23,3,20,11,2,7,19,10,2,42,19,52,8,9,30,12,17,5,10,1,3,0,0,54,4,14,20,8,2,16,14,25,19,47,10,2026-06-19 12:57:02
2022-05-09,Monday,Weekday,183,2,6,0,13,2,2,11,5,2,4,11,2,11,0,8,9,1,3,1,6,6,5,1,1,0,2,4,10,5,3,13,5,13,5,1,0,7,1,2,2026-06-19 12:57:02
2022-05-10,Tuesday,Weekday,221,4,5,5,1,4,5,20,7,16,13,5,1,7,7,5,4,4,2,4,1,11,1,0,5,7,5,2,5,2,18,12,4,2,7,0,4,2,14,0,2026-06-19 12:57:02
2022-05-11,Wednesday,Weekday,238,4,10,5,1,44,5,9,2,6,7,1,1,16,4,1,6,13,0,10,1,0,0,18,1,0,5,17,2,6,0,4,7,8,3,3,2,5,1,10,2026-06-19 12:57:02
2022-05-12,Thursday,Weekday,302,18,17,13,5,14,1,8,4,3,14,2,2,19,0,7,19,8,7,1,4,13,5,5,0,0,26,4,5,0,6,14,5,1,5,12,5,12,5,13,2026-06-19 12:57:02
2022-05-13,Friday,Weekday,345,6,0,5,2,38,13,10,4,3,20,6,2,8,0,3,6,2,37,2,2,2,13,6,9,0,0,4,15,16,0,6,18,4,13,1,30,12,20,7,2026-06-19 12:57:02
2022-05-14,Saturday,Weekend,346,3,22,2,3,19,9,21,1,13,15,1,5,3,4,39,9,11,33,4,14,5,17,2,23,3,4,12,4,9,5,9,2,1,3,5,2,4,4,1,2026-06-19 12:57:02
2022-05-15,Sunday,Weekend,705,9,24,4,17,25,8,18,8,11,0,18,17,0,6,68,9,13,42,23,15,26,30,9,10,8,62,19,1,32,10,1,11,6,25,4,46,14,1,55,2026-06-19 12:57:02
2022-05-16,Monday,Weekday,254,5,2,4,17,4,1,1,3,12,6,1,1,3,20,2,36,4,1,17,4,8,32,0,1,8,2,1,0,0,11,1,3,6,3,0,15,0,8,11,2026-06-19 12:57:02
2022-05-17,Tuesday,Weekday,120,2,3,2,1,10,4,1,2,6,12,2,1,1,8,1,2,1,1,1,16,0,2,0,1,1,2,1,1,0,1,8,6,1,2,7,0,4,6,0,2026-06-19 12:57:02
2022-05-18,Wednesday,Weekday,242,0,15,5,0,2,3,7,6,29,3,5,3,2,1,22,11,5,6,1,5,8,5,28,5,2,8,1,3,4,3,7,3,8,4,2,15,1,1,3,2026-06-19 12:57:02
2022-05-19,Thursday,Weekday,214,0,0,6,4,5,17,4,12,1,8,12,5,8,2,0,5,2,11,1,18,18,2,2,13,21,4,2,4,6,1,6,0,0,1,3,3,4,2,1,2026-06-19 12:57:02
2022-05-20,Friday,Weekday,311,5,29,3,6,11,28,2,9,12,10,0,9,0,7,11,2,15,0,15,5,3,2,24,0,2,3,8,8,3,4,1,1,4,8,2,5,4,29,21,2026-06-19 12:57:02
2022-05-21,Saturday,Weekend,371,12,2,1,3,5,7,14,19,17,8,12,4,1,12,0,6,5,13,15,3,15,3,6,12,12,47,2,11,8,26,2,11,6,3,7,5,10,19,7,2026-06-19 12:57:02
2022-05-22,Sunday,Weekend,355,11,8,2,4,13,4,3,8,6,6,6,1,32,18,13,1,20,19,18,1,12,20,11,13,7,10,0,13,1,6,4,8,2,12,18,2,1,2,19,2026-06-19 12:57:02
2022-05-23,Monday,Weekday,153,2,1,0,4,12,5,3,0,0,0,1,1,1,2,10,4,6,4,0,5,1,3,2,23,1,1,10,0,3,4,5,11,12,0,5,4,3,1,3,2026-06-19 12:57:02
2022-05-24,Tuesday,Weekday,105,9,6,1,0,2,4,3,2,0,2,2,7,3,1,2,0,9,1,2,1,3,3,4,1,1,1,4,0,3,5,5,2,1,0,3,6,1,1,4,2026-06-19 12:57:02
2022-05-25,Wednesday,Weekday,154,9,1,4,1,1,9,8,8,0,15,3,2,5,1,7,5,1,1,1,0,4,10,0,0,5,8,2,2,4,2,0,6,4,4,8,9,1,2,1,2026-06-19 12:57:02
2022-05-26,Thursday,Weekday,123,0,4,6,10,4,1,0,6,3,5,5,4,6,0,5,7,1,3,2,10,0,3,0,4,1,1,2,7,1,0,4,2,6,0,3,1,1,3,2,2026-06-19 12:57:02
2022-05-27,Friday,Weekday,252,5,1,5,2,39,3,3,2,6,2,14,1,13,2,7,12,2,22,4,20,8,3,2,3,0,2,2,4,11,2,1,6,1,0,2,22,11,2,5,2026-06-19 12:57:02
2022-05-28,Saturday,Weekend,248,4,5,6,5,2,0,3,9,4,10,26,1,6,4,19,24,7,1,9,1,7,11,2,4,2,2,2,6,12,14,1,9,6,1,1,2,12,4,4,2026-06-19 12:57:02
2022-05-29,Sunday,Weekend,373,2,6,0,3,11,1,13,2,9,5,8,1,0,18,3,13,57,2,3,8,23,18,6,12,1,29,30,2,3,1,2,11,3,1,4,50,8,3,1,2026-06-19 12:57:02
2022-05-30,Monday,Weekday,216,21,7,1,0,0,1,5,14,4,16,2,8,7,1,3,7,0,3,4,28,4,9,2,9,5,13,3,6,5,3,1,0,0,9,1,2,7,2,3,2026-06-19 12:57:02
2022-05-31,Tuesday,Weekday,122,1,7,6,6,2,4,1,0,0,4,2,2,0,2,4,1,4,1,5,3,1,1,3,6,2,0,6,4,2,2,1,3,1,16,2,3,2,7,5,2026-06-19 12:57:02
2022-06-01,Wednesday,Weekday,170,2,5,4,4,1,3,1,10,2,19,3,4,3,1,2,0,3,3,7,1,1,2,12,5,1,3,0,21,5,1,3,1,14,1,5,1,6,6,4,2026-06-19 12:57:02
2022-06-02,Thursday,Weekday,240,5,10,0,3,2,27,3,10,7,2,1,1,3,1,0,14,18,3,3,0,8,8,1,1,11,6,0,6,3,3,7,8,3,18,3,12,5,13,11,2026-06-19 12:57:02
2022-06-03,Friday,Weekday,161,0,9,7,6,1,5,7,2,13,0,1,2,4,4,0,13,0,1,0,4,12,5,7,0,3,2,3,0,5,3,5,2,1,4,1,14,4,1,10,2026-06-19 12:57:02
2022-06-04,Saturday,Weekend,295,4,0,8,2,22,12,32,7,5,18,2,6,7,1,4,15,17,1,1,3,16,2,9,1,8,4,15,2,8,3,8,15,1,14,8,1,4,1,8,2026-06-19 12:57:02
2022-06-05,Sunday,Weekend,470,15,2,10,26,53,8,39,7,5,29,7,8,7,23,18,7,4,7,11,3,20,9,4,1,3,40,5,2,7,4,0,3,10,8,5,9,45,4,2,2026-06-19 12:57:02
2022-06-06,Monday,Weekday,213,0,3,7,1,12,0,2,8,2,6,1,8,0,12,1,11,2,8,3,18,1,1,4,0,1,16,20,2,13,4,1,5,5,24,1,9,0,1,0,2026-06-19 12:57:02
2022-06-07,Tuesday,Weekday,235,42,6,10,5,4,1,3,3,10,7,0,0,0,3,16,7,10,4,2,1,13,11,1,5,5,6,17,5,6,0,0,1,0,6,8,2,12,1,2,2026-06-19 12:57:02
2022-06-08,Wednesday,Weekday,143,1,2,2,3,4,17,0,1,0,5,0,8,4,3,4,1,1,2,4,1,1,15,0,6,5,2,1,1,5,5,5,9,4,1,2,12,1,0,5,2026-06-19 12:57:02
2022-06-09,Thursday,Weekday,360,1,20,11,0,41,1,4,4,0,10,1,4,5,13,14,3,4,4,1,16,9,1,4,0,9,1,45,16,4,8,19,8,1,3,16,14,13,16,16,2026-06-19 12:57:02
2022-06-10,Friday,Weekday,337,18,0,7,13,19,7,2,14,9,0,6,2,4,0,4,5,8,11,15,3,3,14,1,32,16,5,38,0,4,9,3,19,0,5,10,12,3,4,12,2026-06-19 12:57:02
2022-06-11,Saturday,Weekend,433,2,12,8,17,21,2,7,19,6,54,6,2,5,36,4,19,24,4,1,15,5,14,5,7,16,5,6,6,5,9,13,4,6,10,3,4,32,11,8,2026-06-19 12:57:02
2022-06-12,Sunday,Weekend,344,10,1,11,8,12,4,1,2,28,8,5,1,0,15,10,7,3,12,2,2,7,4,3,9,11,19,4,1,4,44,7,11,0,6,0,13,23,30,6,2026-06-19 12:57:02
2022-06-13,Monday,Weekday,259,3,15,8,0,7,1,5,4,6,5,2,5,10,6,4,19,16,1,0,8,10,20,13,6,5,0,1,3,6,4,8,1,5,0,3,13,7,28,1,2026-06-19 12:57:02
2022-06-14,Tuesday,Weekday,260,2,1,2,12,12,10,1,11,0,21,2,1,3,16,0,2,12,3,1,4,3,15,9,4,25,2,0,1,2,1,14,7,1,5,7,25,12,4,7,2026-06-19 12:57:02
2022-06-15,Wednesday,Weekday,289,6,4,0,2,9,1,0,9,0,9,5,20,5,0,5,12,43,3,4,17,2,6,3,0,3,2,9,20,2,12,0,4,0,16,10,10,12,5,19,2026-06-19 12:57:02
2022-06-16,Thursday,Weekday,272,9,16,7,2,10,1,6,4,9,0,2,5,25,3,5,9,8,3,5,1,26,2,3,0,2,11,2,0,5,0,0,13,10,17,18,11,0,11,11,2026-06-19 12:57:02
2022-06-17,Friday,Weekday,357,10,5,2,16,17,26,2,2,2,18,2,0,51,0,14,3,17,6,22,19,0,0,1,10,20,6,8,2,15,28,1,5,0,5,6,2,5,4,5,2026-06-19 12:57:02
2022-06-18,Saturday,Weekend,260,5,0,12,10,5,1,11,23,2,4,1,6,1,3,9,7,4,4,7,0,1,17,1,9,20,3,3,7,18,25,9,1,6,4,6,1,1,10,3,2026-06-19 12:57:02
2022-06-19,Sunday,Weekend,549,5,7,33,25,7,3,4,45,12,16,15,7,32,12,1,2,12,48,6,26,25,4,0,1,22,4,8,9,22,1,7,9,13,20,3,40,18,10,15,2026-06-19 12:57:02
2022-06-20,Monday,Weekday,147,2,1,4,3,7,1,10,3,0,3,5,7,2,10,2,2,9,7,5,9,0,9,1,1,1,2,1,2,1,2,3,2,1,5,9,9,1,4,1,2026-06-19 12:57:02
2022-06-21,Tuesday,Weekday,241,2,3,12,3,0,1,14,7,3,7,5,8,1,15,3,7,0,3,3,6,0,12,2,10,13,5,11,6,3,13,2,6,9,4,3,7,12,15,5,2026-06-19 12:57:02
2022-06-22,Wednesday,Weekday,237,7,15,0,1,13,9,11,2,0,4,1,1,7,0,9,3,5,0,3,0,18,9,3,1,15,3,1,5,16,0,1,14,1,0,5,17,5,27,5,2026-06-19 12:57:02
2022-06-23,Thursday,Weekday,192,1,14,3,1,6,1,0,0,2,12,4,30,1,1,1,1,1,6,12,16,1,9,1,0,9,5,1,2,1,6,2,18,0,2,2,6,1,5,8,2026-06-19 12:57:02
2022-06-24,Friday,Weekday,298,17,10,15,5,18,4,4,4,5,2,24,4,0,6,0,1,1,5,4,12,11,4,4,4,13,0,0,11,5,1,1,19,13,7,5,9,28,21,1,2026-06-19 12:57:02
2022-06-25,Saturday,Weekend,559,20,3,3,16,9,35,1,10,33,43,3,5,12,3,43,32,3,2,1,30,3,7,7,10,2,4,39,31,20,0,5,13,4,27,15,2,29,33,1,2026-06-19 12:57:02
2022-06-26,Sunday,Weekend,432,10,4,7,2,17,32,9,1,13,8,25,8,4,3,21,5,20,3,6,8,31,35,3,5,2,9,7,30,30,6,7,24,16,0,5,10,4,2,0,2026-06-19 12:57:02
2022-06-27,Monday,Weekday,208,6,1,0,1,18,9,4,4,23,1,1,2,1,2,14,6,4,16,0,1,4,5,0,2,6,8,6,3,0,4,1,16,3,2,7,6,2,8,11,2026-06-19 12:57:02
2022-06-28,Tuesday,Weekday,259,7,0,6,11,3,1,12,0,10,8,4,0,13,4,7,9,9,24,6,3,21,8,3,1,13,3,8,5,1,6,0,2,4,5,9,19,13,0,1,2026-06-19 12:57:02
2022-06-29,Wednesday,Weekday,359,8,31,18,18,6,6,7,2,0,37,3,3,0,27,9,14,28,5,10,0,2,20,16,3,4,7,0,2,2,4,16,3,1,7,23,2,0,4,11,2026-06-19 12:57:02
2022-06-30,Thursday,Weekday,191,4,7,16,7,8,3,0,16,2,2,6,1,5,5,2,8,1,2,4,5,6,2,4,1,11,3,6,0,1,4,9,3,12,3,4,2,8,1,7,2026-06-19 12:57:02
2022-07-01,Friday,Weekday,256,20,22,6,9,20,1,7,0,7,2,1,5,5,6,0,5,1,6,10,6,10,3,10,5,5,9,0,10,8,3,0,1,19,8,2,4,7,13,0,2026-06-19 12:57:02
2022-07-02,Saturday,Weekend,350,2,21,0,2,42,7,3,1,0,3,19,4,11,23,4,2,7,22,16,1,11,9,22,1,6,19,5,6,1,3,3,25,2,5,10,3,7,9,13,2026-06-19 12:57:02
2022-07-03,Sunday,Weekend,472,9,12,1,32,2,17,3,30,16,24,2,8,11,17,1,44,27,4,20,10,7,5,12,14,6,11,13,15,1,24,6,3,3,7,26,8,15,1,5,2026-06-19 12:57:02
2022-07-04,Monday,Weekday,272,31,8,1,5,2,2,13,11,1,26,7,4,5,6,6,5,5,1,14,7,1,11,21,19,4,1,5,1,21,1,1,2,2,9,5,2,1,4,1,2026-06-19 12:57:02
2022-07-05,Tuesday,Weekday,175,4,3,5,9,12,9,1,1,1,10,14,6,0,11,2,0,1,0,3,1,2,3,8,4,2,6,7,0,3,1,0,3,7,1,6,11,11,1,6,2026-06-19 12:57:02
2022-07-06,Wednesday,Weekday,269,2,6,0,0,19,4,4,1,11,0,15,0,1,5,6,5,4,33,10,0,4,17,3,1,15,9,9,0,1,9,1,6,7,3,25,21,11,0,1,2026-06-19 12:57:02
2022-07-07,Thursday,Weekday,201,3,1,17,1,6,2,6,1,4,2,12,0,11,9,2,8,0,17,3,3,2,0,26,0,6,4,15,1,4,4,7,0,1,1,7,2,5,1,7,2026-06-19 12:57:02
2022-07-08,Friday,Weekday,226,11,3,3,1,0,1,6,5,17,4,6,4,4,1,2,5,8,18,4,0,4,4,1,7,23,19,1,11,8,2,3,7,3,2,4,6,1,12,5,2026-06-19 12:57:02
2022-07-09,Saturday,Weekend,282,8,1,7,2,1,6,5,7,1,8,1,41,8,9,4,1,26,2,5,9,0,14,8,3,1,1,19,11,1,1,8,5,3,3,2,13,29,1,7,2026-06-19 12:57:02
2022-07-10,Sunday,Weekend,378,7,8,5,31,14,12,6,2,2,28,4,17,9,8,12,8,2,6,17,21,5,10,3,4,0,33,4,4,5,2,13,1,2,13,7,23,13,3,14,2026-06-19 12:57:02
2022-07-11,Monday,Weekday,241,3,5,6,4,9,9,43,5,3,2,1,3,3,16,4,2,3,10,8,5,3,10,0,12,4,4,3,6,0,11,4,2,1,3,5,4,7,4,14,2026-06-19 12:57:02
2022-07-12,Tuesday,Weekday,198,3,8,1,3,5,4,10,0,0,15,1,6,4,8,1,1,4,14,2,2,4,16,8,28,0,1,4,9,2,1,6,0,2,2,4,10,3,3,3,2026-06-19 12:57:02
2022-07-13,Wednesday,Weekday,206,5,6,1,0,2,1,3,11,7,11,3,3,3,1,0,6,24,2,0,9,1,9,7,20,2,7,3,6,3,1,2,4,9,6,6,2,6,3,11,2026-06-19 12:57:02
2022-07-14,Thursday,Weekday,104,6,0,5,0,2,2,1,4,0,1,3,3,6,3,3,2,0,1,2,3,1,3,2,0,0,5,3,5,0,12,1,0,11,1,3,1,3,5,1,2026-06-19 12:57:02
2022-07-15,Friday,Weekday,148,4,1,4,2,1,2,1,9,1,1,2,1,6,16,2,8,3,1,6,4,4,8,3,9,6,3,4,2,16,4,0,1,4,0,0,3,2,2,2,2026-06-19 12:57:02
2022-07-16,Saturday,Weekend,512,1,15,10,2,8,10,1,3,1,34,20,21,18,17,10,14,0,16,20,11,6,6,15,17,30,7,23,12,29,10,7,11,14,35,1,3,37,8,9,2026-06-19 12:57:02
2022-07-17,Sunday,Weekend,428,6,2,12,14,5,3,14,1,23,5,9,25,12,7,13,5,4,49,14,11,3,0,0,6,13,7,17,0,5,2,5,1,26,2,24,9,48,6,20,2026-06-19 12:57:02
2022-07-18,Monday,Weekday,315,0,10,19,1,3,4,26,8,6,2,0,19,0,9,27,1,11,0,9,1,12,4,5,9,1,13,4,12,3,9,1,6,1,12,4,28,26,1,8,2026-06-19 12:57:02
2022-07-19,Tuesday,Weekday,264,0,5,13,7,12,2,5,1,12,9,12,2,2,2,0,3,12,18,6,5,0,17,0,21,5,4,20,0,7,6,1,4,8,9,0,29,1,1,3,2026-06-19 12:57:02
2022-07-20,Wednesday,Weekday,264,0,0,37,3,2,1,11,16,2,0,1,0,1,4,1,7,3,25,20,7,3,4,4,11,4,16,23,4,7,1,1,4,1,13,1,7,9,8,2,2026-06-19 12:57:02
2022-07-21,Thursday,Weekday,194,10,6,4,0,6,8,6,11,5,2,0,2,8,10,3,4,3,4,1,1,1,0,1,0,6,3,25,1,2,2,0,11,0,14,13,7,5,6,3,2026-06-19 12:57:02
2022-07-22,Friday,Weekday,219,5,0,0,4,8,12,2,13,1,6,2,3,2,5,11,4,3,12,6,4,2,14,6,2,4,9,0,33,2,11,3,4,11,3,5,0,0,1,6,2026-06-19 12:57:02
2022-07-23,Saturday,Weekend,448,2,1,7,11,25,2,1,34,3,33,30,18,2,21,17,13,6,3,1,8,11,5,8,5,12,26,2,5,2,11,11,27,4,33,1,16,1,23,7,2026-06-19 12:57:02
2022-07-24,Sunday,Weekend,464,12,21,3,0,42,3,1,8,11,0,3,0,6,27,55,13,2,32,9,2,32,19,15,14,2,3,16,3,7,18,16,5,17,19,12,6,4,5,1,2026-06-19 12:57:02
2022-07-25,Monday,Weekday,175,2,1,3,13,2,4,5,0,12,5,2,8,1,6,0,10,3,6,1,5,7,3,5,3,10,3,10,8,2,1,2,8,1,4,9,3,5,1,1,2026-06-19 12:57:02
2022-07-26,Tuesday,Weekday,212,6,0,1,11,4,16,21,1,0,10,4,0,7,0,10,1,1,1,19,7,9,3,2,1,4,5,7,1,19,1,12,0,3,3,4,6,4,2,6,2026-06-19 12:57:02
2022-07-27,Wednesday,Weekday,197,3,5,1,5,6,2,4,2,1,2,0,5,5,15,5,0,9,8,3,4,19,3,12,0,1,3,5,8,24,2,0,7,3,1,3,10,6,3,2,2026-06-19 12:57:02
2022-07-28,Thursday,Weekday,243,20,7,3,1,11,1,1,4,3,9,1,6,1,0,1,18,14,1,9,5,21,3,7,0,3,22,4,3,1,7,5,2,18,0,3,21,3,1,3,2026-06-19 12:57:02
2022-07-29,Friday,Weekday,261,11,1,25,11,2,8,3,3,10,37,2,4,5,3,3,0,10,4,1,10,12,6,3,8,3,1,9,0,0,0,1,0,34,3,1,2,19,4,2,2026-06-19 12:57:02
2022-07-30,Saturday,Weekend,335,20,5,5,3,10,5,17,4,11,1,3,8,38,6,15,4,2,1,5,3,2,19,0,12,6,9,11,6,5,17,18,2,1,25,5,13,6,2,10,2026-06-19 12:57:02
2022-07-31,Sunday,Weekend,394,6,2,6,15,15,1,7,14,15,13,2,12,11,0,5,4,12,2,8,24,17,25,36,0,9,4,19,3,34,8,11,1,2,14,0,23,0,10,4,2026-06-19 12:57:02
2022-08-01,Monday,Weekday,245,8,9,3,1,0,5,6,9,6,8,4,0,4,29,13,3,6,14,4,0,0,5,26,9,0,1,8,13,8,7,0,12,10,2,8,2,0,1,1,2026-06-19 12:57:02
2022-08-02,Tuesday,Weekday,166,2,2,3,3,2,0,3,2,1,12,7,9,3,1,5,1,2,0,6,1,9,8,3,7,5,7,1,7,3,13,2,2,5,6,3,2,3,11,4,2026-06-19 12:57:02
2022-08-03,Wednesday,Weekday,168,10,1,4,6,15,0,14,5,1,3,2,4,0,1,10,1,2,4,4,9,3,10,6,1,1,3,3,7,5,3,1,2,4,2,4,2,5,8,2,2026-06-19 12:57:02
2022-08-04,Thursday,Weekday,167,1,14,1,4,0,3,0,16,5,12,6,3,3,7,11,3,12,4,3,3,1,0,1,3,2,3,18,2,3,1,0,6,3,4,1,6,1,1,0,2026-06-19 12:57:02
2022-08-05,Friday,Weekday,280,0,3,3,32,6,1,1,8,0,21,25,1,5,0,6,4,2,2,8,3,1,9,8,14,1,13,7,1,9,4,16,1,5,4,18,5,20,12,1,2026-06-19 12:57:02
2022-08-06,Saturday,Weekend,365,10,37,3,3,11,3,0,2,3,7,2,17,11,1,8,9,28,0,3,22,23,11,13,1,7,2,2,14,1,6,19,2,32,33,7,3,3,4,2,2026-06-19 12:57:02
2022-08-07,Sunday,Weekend,521,5,44,2,17,0,9,33,4,2,17,17,16,6,3,41,31,8,25,9,6,3,6,11,0,9,21,13,12,29,0,9,16,9,4,1,41,8,24,10,2026-06-19 12:57:02
2022-08-08,Monday,Weekday,210,6,10,8,2,5,9,2,4,0,23,0,7,3,2,7,0,6,8,10,1,14,5,12,4,5,12,12,3,2,2,2,2,1,10,0,8,1,2,0,2026-06-19 12:57:02
2022-08-09,Tuesday,Weekday,279,3,7,14,1,6,2,13,8,6,8,12,0,3,15,7,4,6,3,5,7,3,8,11,1,3,3,6,1,6,14,3,14,27,0,1,28,20,0,0,2026-06-19 12:57:02
2022-08-10,Wednesday,Weekday,148,2,21,1,4,13,0,4,2,10,2,5,5,1,0,3,2,8,7,3,4,4,7,3,2,2,3,3,2,1,6,1,1,2,1,4,3,2,3,1,2026-06-19 12:57:02
2022-08-11,Thursday,Weekday,248,0,16,7,5,0,5,8,8,12,2,3,18,28,1,5,3,0,3,2,11,9,2,0,14,2,9,5,10,3,1,3,1,5,8,3,0,7,7,22,2026-06-19 12:57:02
2022-08-12,Friday,Weekday,225,5,3,6,16,15,2,1,1,3,12,4,0,8,10,1,6,4,12,12,5,8,12,4,2,8,1,2,11,9,2,1,2,1,1,8,2,4,2,19,2026-06-19 12:57:02
2022-08-13,Saturday,Weekend,442,8,2,1,14,25,9,10,1,11,16,2,2,2,2,13,3,5,3,48,31,5,7,3,12,0,17,12,40,3,23,22,2,8,3,4,7,16,8,42,2026-06-19 12:57:02
2022-08-14,Sunday,Weekend,373,1,35,3,15,7,2,20,4,10,13,6,8,14,1,14,29,1,2,15,5,6,2,8,2,7,17,3,7,40,10,16,5,15,0,1,4,6,15,4,2026-06-19 12:57:02
2022-08-15,Monday,Weekday,185,5,5,4,2,7,2,0,24,1,0,10,2,4,2,2,1,2,2,5,3,14,0,3,4,15,0,5,11,1,9,0,5,12,4,4,0,12,3,0,2026-06-19 12:57:02
2022-08-16,Tuesday,Weekday,288,10,6,1,1,0,7,11,6,15,24,8,0,13,5,10,10,3,21,3,10,0,24,1,1,4,6,1,10,5,0,4,15,9,9,12,5,1,2,15,2026-06-19 12:57:02
2022-08-17,Wednesday,Weekday,217,14,3,0,1,2,3,0,15,3,18,9,6,5,6,5,6,4,24,6,7,12,1,0,4,4,9,3,3,4,0,4,8,1,3,4,2,1,15,2,2026-06-19 12:57:02
2022-08-18,Thursday,Weekday,166,2,1,6,4,8,0,10,1,2,3,1,9,13,2,8,6,12,1,4,2,8,0,4,1,2,5,9,4,8,1,3,2,0,4,6,5,6,3,0,2026-06-19 12:57:02
2022-08-19,Friday,Weekday,224,0,4,2,0,7,4,2,8,6,3,10,7,7,6,0,7,2,17,11,6,2,1,4,4,3,5,2,24,2,19,11,5,7,3,7,5,3,5,3,2026-06-19 12:57:02
2022-08-20,Saturday,Weekend,507,10,7,9,1,3,4,1,1,26,0,18,6,37,10,6,10,8,15,1,87,9,7,20,6,30,9,17,1,31,21,3,2,6,52,7,12,0,5,9,2026-06-19 12:57:02
2022-08-21,Sunday,Weekend,386,29,7,19,9,0,4,9,34,20,5,3,2,25,22,16,5,8,7,3,7,0,1,21,15,5,8,6,13,14,13,12,2,3,5,5,20,3,2,4,2026-06-19 12:57:02
2022-08-22,Monday,Weekday,192,14,1,3,2,0,2,5,4,9,2,0,13,2,4,8,1,6,1,1,1,6,1,6,13,4,4,2,1,2,4,12,10,9,9,3,6,10,2,9,2026-06-19 12:57:02
2022-08-23,Tuesday,Weekday,199,3,5,5,17,2,6,3,1,8,7,6,2,4,4,2,1,21,4,5,3,2,2,2,5,3,4,1,3,1,1,11,4,4,2,13,8,8,2,14,2026-06-19 12:57:02
2022-08-24,Wednesday,Weekday,199,8,11,3,1,2,1,9,0,0,2,1,1,7,4,0,2,2,0,5,6,6,5,0,19,8,11,0,13,8,8,0,6,12,6,4,19,2,4,3,2026-06-19 12:57:02
2022-08-25,Thursday,Weekday,182,8,0,3,6,11,4,11,13,0,3,0,2,3,11,10,1,0,4,3,1,9,10,2,12,2,6,3,1,14,2,5,2,0,0,3,7,2,4,4,2026-06-19 12:57:02
2022-08-26,Friday,Weekday,312,15,7,28,8,14,1,4,0,13,5,3,21,5,4,1,19,2,6,7,12,10,20,0,4,4,3,4,3,10,14,4,12,5,4,8,0,2,4,26,2026-06-19 12:57:02
2022-08-27,Saturday,Weekend,412,12,1,20,14,18,16,5,3,8,11,8,9,30,26,21,18,34,1,3,8,20,7,16,2,3,14,2,6,3,5,10,4,9,1,14,8,10,11,1,2026-06-19 12:57:02
2022-08-28,Sunday,Weekend,338,10,5,4,2,31,8,2,3,12,12,9,3,8,4,2,7,28,2,4,9,6,11,11,0,39,11,11,8,15,1,2,12,2,1,9,15,1,12,6,2026-06-19 12:57:02
